SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,5853 Mission St #4,San Francisco,CA,94112,628000,2,1.0,San Francisco,805,9825,1980,12,780,380,Active,,,http://www.redfin.com/CA/San-Francisco/5853-Mission-St-94112/unit-4/home/2028084,San Francisco MLS,421524600,N,Y,37.7088126,-122.451422
MLS Listing,,Single Family Residential,431 San Miguel St,San Francisco,CA,94112,899000,2,1.0,San Francisco,1500,2130,1946,13,599,,Active,,,http://www.redfin.com/CA/San-Francisco/431-San-Miguel-St-94112/home/822406,San Francisco MLS,421524499,N,Y,37.7182123,-122.4492561
MLS Listing,,Condo/Co-op,2655 Bush St #306,San Francisco,CA,94115,1495000,2,2.0,San Francisco,1311,33520,2017,13,1140,879,Active,,,http://www.redfin.com/CA/San-Francisco/2655-Bush-St-94115/unit-306/home/113432553,San Francisco MLS,421523870,N,Y,37.7858213,-122.4407699
MLS Listing,,Single Family Residential,55 La Grande Ave,San Francisco,CA,94112,1377700,4,4.0,San Francisco,1931,2620,1991,13,713,,Active,,,http://www.redfin.com/CA/San-Francisco/55-La-Grande-Ave-94112/home/1176847,San Francisco MLS,421524491,N,Y,37.724412,-122.423709
MLS Listing,,Condo/Co-op,611 Washington #2402,San Francisco,CA,94111,3998000,2,2.5,San Francisco,2624,,1984,13,1524,2020,Active,,,http://www.redfin.com/CA/San-Francisco/611-Washington-St-94111/unit-2402/home/546587,San Francisco MLS,421524316,N,Y,37.7952121,-122.4036474
MLS Listing,,Condo/Co-op,181 Fremont Unit 67C,San Francisco,CA,94105,5400000,2,2.5,San Francisco,1748,,2018,13,3089,2863,Active,,,http://www.redfin.com/CA/San-Francisco/181-Fremont-St-94105/unit-67C/home/167299508,San Francisco MLS,421524395,N,Y,37.7898082,-122.3953565
MLS Listing,,Single Family Residential,1412 Diamond St,San Francisco,CA,94131,2795000,3,3.5,San Francisco,2215,1245,1922,13,1262,,Active,,,http://www.redfin.com/CA/San-Francisco/1412-Diamond-St-94131/home/1901822,San Francisco MLS,421524073,N,Y,37.7460877,-122.4359954
MLS Listing,,Condo/Co-op,1029 Treat Ave,San Francisco,CA,94110,1750000,3,1.5,San Francisco,1721,,1903,13,1017,369,Active,,,http://www.redfin.com/CA/San-Francisco/1029-Treat-Ave-94110/home/148061353,San Francisco MLS,421524355,N,Y,37.7536443,-122.4129901
MLS Listing,,Condo/Co-op,1818 Broadway St #201,San Francisco,CA,94109,749000,1,1.0,San Francisco,625,7740,1969,13,1198,531,Active,,,http://www.redfin.com/CA/San-Francisco/1818-Broadway-94109/unit-201/home/565141,San Francisco MLS,421523499,N,Y,37.7955152,-122.4276483
MLS Listing,,Condo/Co-op,1540 Ofarrell St #6,San Francisco,CA,94115,689000,3,2.0,San Francisco,1050,,,13,656,959,Active,,,http://www.redfin.com/CA/San-Francisco/1540-O-Farrell-St-94115/unit-6/home/12401607,San Francisco MLS,421524326,N,Y,37.784068,-122.4301069
MLS Listing,,Vacant Land,1055 Texas St,San Francisco,CA,94107,2600000,0,,San Francisco,,4990,,13,,,Active,,,http://www.redfin.com/CA/San-Francisco/1055-Texas-St-94107/home/174587133,San Francisco MLS,421523386,N,Y,37.7529232,-122.394631
MLS Listing,,Single Family Residential,2950 Pacific Ave,San Francisco,CA,94115,29500000,8,13.0,San Francisco,20000,12209,1907,13,1475,,Active,,,http://www.redfin.com/CA/San-Francisco/2950-Pacific-Ave-94115/home/1635178,San Francisco MLS,509969,N,Y,37.7927708,-122.444291
MLS Listing,,Condo/Co-op,2401 45th Ave #3,San Francisco,CA,94116,799000,2,1.0,San Francisco,900,2996,1943,13,888,,Active,,,http://www.redfin.com/CA/San-Francisco/2401-45th-Ave-94116/unit-3/home/173255131,San Francisco MLS,421524318,N,Y,37.7416604,-122.5037261
MLS Listing,,Single Family Residential,887 35th Ave,San Francisco,CA,94121,2749000,4,4.5,San Francisco,2847,2191,1924,13,966,,Active,,,http://www.redfin.com/CA/San-Francisco/887-35th-Ave-94121/home/1332925,San Francisco MLS,421523759,N,Y,37.77235,-122.49517
MLS Listing,,Condo/Co-op,2114 Divisadero St,San Francisco,CA,94115,1945000,2,2.0,San Francisco,1438,2035,1898,13,1353,165,Active,,,http://www.redfin.com/CA/San-Francisco/2114-Divisadero-St-94115/home/584398,San Francisco MLS,421520439,N,Y,37.7894982,-122.4405144
MLS Listing,,Condo/Co-op,83 Mcallister St #507,San Francisco,CA,94102,685000,2,1.0,San Francisco,,7498,2007,13,,495,Active,,,http://www.redfin.com/CA/San-Francisco/83-McAllister-St-94102/unit-507/home/28938725,San Francisco MLS,421523019,N,Y,37.7806999,-122.4132699
MLS Listing,,Multi-Family (2-4 Unit),3460 - 3462 22nd St,San Francisco,CA,94110,2345000,4,,San Francisco,2260,1529,1875,14,1038,,Active,,,http://www.redfin.com/CA/San-Francisco/3460-22nd-St-94110/home/1922279,San Francisco MLS,421524061,N,Y,37.7552009,-122.4247035
MLS Listing,,Single Family Residential,199 Marina Blvd #1,SAN FRANCISCO,CA,94123,4999888,4,3.0,SAN FRANCISCO,2897,3242,1937,14,1726,,Active,,,http://www.redfin.com/CA/San-Francisco/199-Marina-Blvd-94123/unit-1/home/557775,MLSListings,ML81827195,N,Y,37.8057329,-122.4353596
MLS Listing,,Single Family Residential,2070 Pine St,San Francisco,CA,94115,5970000,5,3.5,San Francisco,4400,2347,1900,14,1357,,Active,,,http://www.redfin.com/CA/San-Francisco/2070-Pine-St-94115/home/148080103,San Francisco MLS,421521921,N,Y,37.7886683,-122.4299988
MLS Listing,,Multi-Family (5+ Unit),3984 - 3988 Cesar Chavez St,San Francisco,CA,94131,1795000,4,4.0,San Francisco,2820,3420,1900,14,637,,Active,,,http://www.redfin.com/CA/San-Francisco/3984-Cesar-Chavez-94131/home/1614918,San Francisco MLS,421523335,N,Y,37.7478299,-122.4289228
MLS Listing,,Condo/Co-op,401 Harrison St Unit 12H,San Francisco,CA,94105,949000,1,1.0,San Francisco,759,56023,2014,14,1250,1225,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-12H/home/144064190,San Francisco MLS,421524062,N,Y,37.7864989,-122.3921487
MLS Listing,,Condo/Co-op,227 Guerrero St,San Francisco,CA,94103,985000,2,1.0,San Francisco,,3287,1906,14,,350,Active,,,http://www.redfin.com/CA/San-Francisco/227-Guerrero-St-94103/home/144063790,San Francisco MLS,421523764,N,Y,37.7676042,-122.4242396
MLS Listing,,Multi-Family (2-4 Unit),457 - 459 Green St,San Francisco,CA,94133,2800000,6,4.0,San Francisco,2920,1742,1906,14,959,,Active,,,http://www.redfin.com/CA/San-Francisco/457-Green-St-94133/home/1019437,San Francisco MLS,421523033,N,Y,37.7995869,-122.4066547
MLS Listing,,Condo/Co-op,333 Beale St Unit 8F,San Francisco,CA,94105,1280000,1,1.0,San Francisco,920,75406,2015,14,1391,1200,Active,,,http://www.redfin.com/CA/San-Francisco/333-Beale-St-94105/unit-8F/home/109684910,San Francisco MLS,421522643,N,Y,37.7884937,-122.3918797
MLS Listing,,Multi-Family (5+ Unit),1633 - 1639 Taraval St,San Francisco,CA,94116,3690000,11,9.0,San Francisco,7990,4996,1991,14,462,,Active,,,http://www.redfin.com/CA/San-Francisco/1633-Taraval-St-94116/home/174573447,San Francisco MLS,421524080,N,Y,37.74242,-122.4837614
MLS Listing,,Condo/Co-op,239 8th St #4,San Francisco,CA,94102,899000,1,2.0,San Francisco,1081,7429,2003,14,832,653,Active,,,http://www.redfin.com/CA/San-Francisco/239-8th-St-94103/unit-4/home/12398787,San Francisco MLS,421523990,N,Y,37.7759746,-122.4107722
MLS Listing,,Single Family Residential,44 Bonview St,SAN FRANCISCO,CA,94110,1599950,4,2.0,SAN FRANCISCO,1610,1750,1971,14,994,,Active,,,http://www.redfin.com/CA/San-Francisco/44-Bonview-St-94110/home/1912080,MLSListings,ML81831910,N,Y,37.7441326,-122.4163202
MLS Listing,,Condo/Co-op,818 Van Ness Ave #804,San Francisco,CA,94109,998000,1,1.5,San Francisco,895,,2008,14,1115,686,Active,,,http://www.redfin.com/CA/San-Francisco/818-Van-Ness-Ave-94109/unit-804/home/39591605,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40939550,N,Y,37.7832423,-122.4204784
MLS Listing,,Multi-Family (2-4 Unit),1748 La Salle Ave,San Francisco,CA,94124,1150000,,,San Francisco,,1000,,14,,,Active,,,http://www.redfin.com/CA/San-Francisco/1748-La-Salle-Ave-94124/home/174570502,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40939531,N,Y,37.7382119,-122.3913352
MLS Listing,,Condo/Co-op,2103 18th St,San Francisco,CA,94107,2995000,3,2.5,San Francisco,2570,,2008,14,1165,350,Active,,,http://www.redfin.com/CA/San-Francisco/2103-18th-St-94107/home/40457025,San Francisco MLS,421518147,N,Y,37.7620117,-122.4034669
MLS Listing,,Condo/Co-op,333 1st St #303,San Francisco,CA,94105,875000,1,,San Francisco,713,38571,2004,14,1227,854,Active,,,http://www.redfin.com/CA/San-Francisco/333-1st-St-94105/unit-303/home/12352945,San Francisco MLS,421523835,N,Y,37.7872383,-122.3940289
MLS Listing,,Condo/Co-op,355 1st St Unit S1905,San Francisco,CA,94105,899000,1,1.0,San Francisco,691,38571,2004,14,1301,839,Active,,,http://www.redfin.com/CA/San-Francisco/355-1st-St-94105/unit-S1905/home/2030056,San Francisco MLS,421523761,N,Y,37.7870311,-122.3936421
MLS Listing,,Condo/Co-op,435 China Basin St #113,San Francisco,CA,94158,975000,1,1.0,San Francisco,886,122891,2012,14,1100,816,Active,,,http://www.redfin.com/CA/San-Francisco/435-China-Basin-St-94158/unit-113/home/40629259,San Francisco MLS,421523289,N,Y,37.7715936,-122.3885893
MLS Listing,,Condo/Co-op,711 Corbett,San Francisco,CA,94131,1995000,2,2.0,San Francisco,,2578,,14,,376,Active,,,http://www.redfin.com/CA/San-Francisco/711-Corbett-Ave-94131/home/1604432,San Francisco MLS,421516169,N,Y,37.7554586,-122.4425063
MLS Listing,,Condo/Co-op,355 1st St Unit S710,San Francisco,CA,94105,798000,1,1.0,San Francisco,675,,2004,14,1182,839,Active,,,http://www.redfin.com/CA/San-Francisco/355-1st-St-94105/unit-S710/home/1902498,San Francisco MLS,512463,N,Y,37.7870311,-122.3936421
MLS Listing,,Condo/Co-op,1925 Gough St #11,San Francisco,CA,94109,2595000,3,2.0,San Francisco,1968,,1908,14,1319,1666,Active,,,http://www.redfin.com/CA/San-Francisco/1925-Gough-St-94109/unit-11/home/12400557,San Francisco MLS,511632,N,Y,37.7914425,-122.4262781
MLS Listing,,Single Family Residential,,Other,OT,00000,150000,2,1.0,,900,5000,1969,15,167,,Active,,,http://www.redfin.com/OT/Other/Undisclosed-address-Unknown/home/174566767,BNYMLS,448709,N,Y,37.7911148,-122.4021273
MLS Listing,,Condo/Co-op,401 Harrison St Unit 42D,San Francisco,CA,94105,3750000,3,3.0,San Francisco,1949,,2014,15,1924,1581,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-42D/home/144064329,San Francisco MLS,504667,N,Y,37.7864989,-122.3921487
MLS Listing,,Condo/Co-op,175 Bluxome St #220,San Francisco,CA,94107,810000,2,1.0,San Francisco,,,1998,15,,561,Active,,,http://www.redfin.com/CA/San-Francisco/175-Bluxome-St-94107/unit-220/home/12397934,San Francisco MLS,421523755,N,Y,37.7743789,-122.3995747
MLS Listing,,Condo/Co-op,400 Bristol Ct #504,SAN FRANCISCO,CA,94130,3150000,3,3.5,SAN FRANCISCO,1863,,2021,15,1691,1419,Active,,,http://www.redfin.com/CA/San-Francisco/400-Bristol-CT-94130/unit-504/home/174566204,MLSListings,ML81831788,N,Y,37.811521,-122.36435
MLS Listing,,Single Family Residential,305 Filbert St,San Francisco,CA,94133,3995000,2,2.5,San Francisco,1968,1263,1900,15,2030,,Active,,,http://www.redfin.com/CA/San-Francisco/305-Filbert-St-94133/home/540006,San Francisco MLS,501527,N,Y,37.8017871,-122.4049468
MLS Listing,,Condo/Co-op,290 Meadow Dr #2,SAN FRANCISCO,CA,94130,3946000,3,2.5,SAN FRANCISCO,2510,2500,2021,16,1572,1279,Active,,,http://www.redfin.com/CA/San-Francisco/290-Meadow-DR-94130/unit-2/home/174565126,MLSListings,ML81831779,N,Y,37.81084,-122.365672
MLS Listing,,Townhouse,190 Signal Rd #3,SAN FRANCISCO,CA,94130,5134000,3,4.5,SAN FRANCISCO,3321,2000,2021,16,1546,1226,Active,,,http://www.redfin.com/CA/San-Francisco/190-Signal-Rd-94130/unit-3/home/174565045,MLSListings,ML81831776,N,Y,37.809891,-122.365807
MLS Listing,,Townhouse,310 Meadow Dr #7,SAN FRANCISCO,CA,94130,3541000,2,2.5,SAN FRANCISCO,2477,1500,2021,16,1430,1175,Active,,,http://www.redfin.com/CA/San-Francisco/310-Meadow-DR-94130/unit-7/home/174564616,MLSListings,ML81831770,N,Y,37.811427,-122.364498
MLS Listing,,Townhouse,300 Meadow Dr #4,SAN FRANCISCO,CA,94130,3147000,3,3.0,SAN FRANCISCO,2278,1500,2021,16,1381,1162,Active,,,http://www.redfin.com/CA/San-Francisco/300-Meadow-DR-94130/unit-4/home/174564447,MLSListings,ML81831767,N,Y,37.811483,-122.364513
MLS Listing,,Condo/Co-op,400 Bristol Ct #323,SAN FRANCISCO,CA,94130,1152000,1,1.0,SAN FRANCISCO,965,,2021,16,1194,1316,Active,,,http://www.redfin.com/CA/San-Francisco/400-Bristol-CT-94130/unit-323/home/174564151,MLSListings,ML81831764,N,Y,37.812792,-122.364155
MLS Listing,,Vacant Land,5059P Mission St,SAN FRANCISCO,CA,94112,1500000,,,SAN FRANCISCO,,2087,,16,,,Active,,,http://www.redfin.com/CA/San-Francisco/5059P-Mission-St-94112/home/174563325,MLSListings,ML81831743,N,Y,37.717544,-122.4398652
MLS Listing,,Condo/Co-op,1688 Pine St Unit W906,San Francisco,CA,94109,918888,1,1.0,San Francisco,689,,2016,16,1334,689,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-W906/home/144063574,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40937964,N,Y,37.789553,-122.4232788
MLS Listing,,Multi-Family (2-4 Unit),1795 - 1797 Oakdale Ave,San Francisco,CA,94124,1788000,5,5.0,San Francisco,2856,2491,1900,16,626,,Active,,,http://www.redfin.com/CA/San-Francisco/1795-Oakdale-Ave-94124/home/22893326,San Francisco MLS,421523682,N,Y,37.7365496,-122.3940775
MLS Listing,,Condo/Co-op,750 Van Ness Ave #1101,San Francisco,CA,94102,515000,0,1.0,San Francisco,400,15582,2008,16,1288,555,Active,,,http://www.redfin.com/CA/San-Francisco/750-Van-Ness-Ave-94102/unit-1101/home/17305154,San Francisco MLS,421523017,N,Y,37.7823788,-122.4201632
